cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
ba65f469-de20-43c7-81a2-ce89496cbb1d,2025-04-02 09:08:14.701657+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,4,6,3,1,7,5,8,2
9fd0e466-446d-4381-9936-5ed117881d23,2025-04-02 09:08:22.248249+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,5,6,4,3,8,2,7,1
b1d19207-fe1e-458b-a644-67b9d20c848f,2025-04-02 09:08:29.164137+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,6,2,3,5,7,4,8,1
137ea901-0ea1-4365-a68c-a730d7c97461,2025-04-02 09:08:36.676504+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,290,3,8,4,2,6,1,7,5
1d7830ad-0e10-49c0-8777-eb96dbdbfccb,2025-04-02 09:08:43.780867+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,294,4,3,5,6,7,1,8,2
238e0979-6021-40a4-8f2b-73dd88f0b7b0,2025-04-02 09:08:51.240411+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,5,6,3,1,7,2,8,4
e741a9a4-f708-465e-84da-b7ad1f5b27f8,2025-04-02 09:08:58.509076+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,290,4,6,3,5,8,1,7,2
7d42d24e-0057-40d1-8b53-ab9eef9c4fd8,2025-04-02 09:09:06.402956+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,4,2,3,1,7,6,8,5
43e27812-3f95-435f-bff4-b03e0c8bf9ff,2025-04-02 09:09:13.623049+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,5,4,1,3,7,6,8,2
6b511af9-47ee-47af-a8ca-07ceb3574ac2,2025-04-02 09:09:20.483184+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,5,4,3,2,7,1,8,6
6282839b-fd64-4e63-b841-2b4b4acc5c21,2025-04-02 09:09:28.127348+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,290,5,4,7,2,6,1,8,3
fbc93214-0c29-4f97-8541-25edde9a2ba9,2025-04-02 09:09:35.228173+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,289,5,2,4,6,7,1,8,3
3ebdb123-18cc-4344-9576-4b786264c718,2025-04-02 09:09:42.960472+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,294,4,5,3,6,7,1,8,2
fdb82e6c-1d8a-4238-b7ce-4adc567b9a3f,2025-04-02 09:09:51.190198+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,291,6,3,5,4,7,1,8,2
d1cbc6a2-0205-49fb-b84c-05ec6e629acf,2025-04-02 09:09:58.174329+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,290,4,5,2,3,7,1,8,6
0a698725-6c00-49e3-b5ff-e0315a7afb4b,2025-04-02 09:10:04.758269+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,5,4,3,2,7,1,8,6
6fc6c2be-a75d-46a1-a2f0-4c8ba90d11d0,2025-04-02 09:10:11.320262+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,6,3,4,1,8,5,7,2
6b84e384-b3d0-4a6b-94c5-deeaf05b03b5,2025-04-02 09:10:19.040304+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,3,4,6,5,7,2,8,1
0e34fdc4-9330-4b5a-b584-9a0016f6218d,2025-04-02 09:10:25.958341+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,5,3,2,1,7,6,8,4
557a8db3-417d-489e-92c5-84566c82221f,2025-04-02 09:10:32.750806+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,294,5,3,1,2,7,6,8,4
8efad615-cb6f-437e-bf0c-9377b541a9d1,2025-04-02 10:52:07.041816+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,5,6,3,2,7,1,8,4
78d29630-1e3b-4b4b-ae62-f525abebb0bb,2025-04-02 10:52:14.074304+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,289,6,5,3,4,8,1,7,2
9d5758fa-7003-4b8e-accb-11581306de34,2025-04-02 10:52:20.741137+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,290,5,6,2,3,7,1,8,4
f67a4f66-5a10-4cb0-b3d3-d0f0d41c8bca,2025-04-02 10:52:28.068967+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,5,2,4,6,8,1,7,3
9c95b5b7-38ce-4098-a8ab-8356bf6d79e8,2025-04-02 10:52:34.691967+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,5,4,3,1,7,6,8,2
8a13199e-e803-4fbb-8560-274ee6fbee6d,2025-04-02 10:52:41.850490+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,5,7,4,2,6,1,8,3
596f20ec-a60c-44d4-85e8-530d77e05d99,2025-04-02 10:52:48.577663+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,291,4,3,6,2,7,1,8,5
e563f519-a304-4a95-b38e-d52ba0aafc7b,2025-04-02 10:52:55.004607+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,4,5,2,3,8,1,6,7
71b42f62-f6e9-42a3-ae8b-7a45cc507c72,2025-04-02 10:53:02.133188+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,292,6,5,4,1,7,2,8,3
f08a5547-5b03-4582-b51a-7d73642a4251,2025-04-02 10:53:09.401522+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,294,4,3,6,2,7,5,8,1
c1541894-f402-4c1f-b557-a0a5ff8ba4cf,2025-04-02 10:53:16.725882+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,290,5,6,3,4,8,1,7,2
66d16e60-f5e2-4cbc-b7af-c49b14404614,2025-04-02 10:53:23.457028+00:00,anthropic,claude-3-7-sonnet-20250219,0,4607,293,3,4,2,1,7,5,8,6
